EmployeeID,Age,Gender,Department,JobRole,EducationField,MaritalStatus,BusinessTravel,MonthlyIncome,YearsAtCompany,YearsInCurrentRole,DistanceFromHome,OverTime,JobSatisfaction,WorkLifeBalance,PerformanceRating,NumCompaniesWorked,TrainingTimesLastYear,Attrition
823,36,Male,Sales,Sales Executive,Other,Divorced,Non-Travel,7306.0,1,0,7.0,No,4,2.0,3,2,2,No
824,20,Female,Research & Development,Manufacturing Director,Medical,Single,Travel_Rarely,11067.0,2,1,11.0,No,4,3.0,3,1,2,No
825,36,Female,Research & Development,Laboratory Technician,Marketing,Married,Travel_Rarely,13596.0,2,1,5.0,No,3,3.0,3,0,3,No
826,39,Female,Research & Development,Manufacturing Director,Other,Single,Travel_Frequently,8283.0,7,6,19.0,No,1,3.0,1,3,2,Yes
827,31,Male,Human Resources,Human Resources,Marketing,Single,Travel_Rarely,8086.0,10,5,15.0,No,4,2.0,3,1,4,No
828,35,Female,Research & Development,Laboratory Technician,Human Resources,Divorced,Travel_Rarely,7211.0,2,1,8.0,No,1,3.0,2,1,3,No
829,34,Male,Research & Development,Laboratory Technician,Other,Single,Travel_Rarely,12842.0,6,4,1.0,Yes,4,3.0,3,0,0,Yes
830,37,Male,Sales,Sales Executive,Medical,Married,Travel_Frequently,5730.0,3,1,8.0,No,3,3.0,3,1,2,No
831,33,Male,Research & Development,Research Scientist,Human Resources,Married,Non-Travel,2204.0,2,1,1.0,Yes,4,4.0,3,2,3,Yes
832,26,Female,Sales,Sales Representative,Technical Degree,Married,Non-Travel,12366.0,6,4,1.0,No,3,3.0,4,3,6,Yes
833,28,Male,Sales,Sales Executive,Technical Degree,Married,Travel_Rarely,3432.0,5,4,3.0,No,4,3.0,4,3,1,No
834,44,Male,Research & Development,Laboratory Technician,Technical Degree,Single,Travel_Rarely,9938.0,3,0,1.0,No,4,3.0,3,3,4,Yes
835,43,Male,Human Resources,HR Manager,Human Resources,Single,Travel_Rarely,7535.0,5,2,1.0,No,3,4.0,3,4,4,No
836,33,Female,Sales,Manager,Other,Divorced,Travel_Frequently,5772.0,8,5,23.0,Yes,4,3.0,3,4,3,No
837,48,Female,Research & Development,Laboratory Technician,Technical Degree,Divorced,Travel_Rarely,1000.0,4,3,14.0,No,3,3.0,2,4,3,Yes
838,49,Female,Research & Development,Research Scientist,Medical,Married,Travel_Frequently,6190.0,3,1,3.0,No,3,3.0,2,3,3,Yes
839,26,Male,Human Resources,Human Resources,Other,Married,Travel_Frequently,7981.0,8,7,9.0,Yes,3,3.0,4,2,5,Yes
840,34,Male,Research & Development,Research Scientist,Human Resources,Married,Travel_Rarely,7393.0,12,11,1.0,No,4,3.0,3,1,2,No
841,52,Female,Research & Development,Manufacturing Director,Life Sciences,Married,Travel_Frequently,11714.0,6,5,8.0,Yes,4,3.0,3,5,6,No
842,52,Male,Sales,Sales Executive,Life Sciences,Single,Travel_Frequently,7629.0,18,15,6.0,Yes,4,2.0,2,2,1,No
843,39,Male,Sales,Sales Executive,Human Resources,Single,Non-Travel,11858.0,11,8,28.0,No,3,3.0,3,4,3,No
844,41,Female,Research & Development,Research Director,Marketing,Married,Travel_Rarely,7514.0,12,5,1.0,No,3,4.0,2,2,3,No
845,31,Male,Research & Development,Research Scientist,Technical Degree,Married,Travel_Rarely,9279.0,8,5,14.0,Yes,4,1.0,4,2,6,No
846,34,Female,Research & Development,Research Scientist,Technical Degree,Married,Travel_Rarely,1356.0,3,1,16.0,No,4,2.0,3,0,1,Yes
847,27,Male,Research & Development,Research Director,Human Resources,Divorced,Travel_Rarely,6810.0,0,0,15.0,No,4,2.0,3,4,3,Yes
848,31,Male,Sales,Sales Representative,Medical,Single,Travel_Frequently,5471.0,8,7,5.0,No,4,3.0,2,5,4,No
849,36,Male,Research & Development,Manufacturing Director,Human Resources,Single,Travel_Rarely,7724.0,0,0,5.0,No,4,4.0,3,4,1,No
850,38,Male,Human Resources,HR Manager,Other,Single,Travel_Frequently,9560.0,1,0,6.0,Yes,3,4.0,3,4,3,No
851,26,Male,Research & Development,Research Director,Medical,Divorced,Non-Travel,9240.0,8,4,1.0,Yes,4,2.0,2,5,0,Yes
852,28,Male,Research & Development,Manufacturing Director,Other,Married,Travel_Rarely,6181.0,2,1,1.0,Yes,3,1.0,2,2,3,No
853,44,Female,Sales,Manager,Medical,Married,Travel_Rarely,8599.0,8,5,2.0,Yes,3,3.0,4,3,3,No
854,34,Male,Research & Development,Research Scientist,Marketing,Single,Non-Travel,7306.0,1,0,3.0,No,4,2.0,4,2,3,No
855,25,Female,Human Resources,Human Resources,Technical Degree,Single,Travel_Rarely,6193.0,0,0,6.0,No,2,2.0,3,3,3,Yes
856,18,Male,Research & Development,Manufacturing Director,Marketing,Divorced,Travel_Rarely,1839.0,0,0,2.0,No,4,2.0,3,2,5,Yes
857,36,Male,Sales,Sales Representative,Life Sciences,Single,Non-Travel,13018.0,18,6,1.0,No,3,3.0,3,1,5,No
858,41,Male,Sales,Sales Executive,Other,Single,Travel_Rarely,10131.0,3,2,1.0,No,4,3.0,4,4,1,No
859,19,Male,Research & Development,Research Director,Medical,Single,Travel_Rarely,2109.0,1,0,6.0,No,1,3.0,1,1,0,Yes
860,38,Male,Research & Development,Manufacturing Director,Life Sciences,Married,Travel_Rarely,6256.0,0,0,4.0,No,4,2.0,3,2,3,No
861,24,Female,Research & Development,Manufacturing Director,Medical,Married,Travel_Rarely,2482.0,0,0,7.0,No,2,3.0,3,3,2,No
862,39,Female,Sales,Sales Executive,Technical Degree,Married,Non-Travel,5765.0,1,0,9.0,No,3,3.0,3,2,5,No
863,26,Male,Research & Development,Manufacturing Director,Life Sciences,Single,Travel_Rarely,8270.0,1,0,10.0,No,2,3.0,3,2,2,No
864,49,Female,Human Resources,HR Manager,Marketing,Married,Travel_Rarely,1550.0,0,0,17.0,No,3,3.0,4,2,5,Yes
865,40,Male,Research & Development,Research Scientist,Medical,Married,Travel_Rarely,9196.0,0,0,1.0,Yes,2,3.0,3,0,3,Yes
866,29,Male,Research & Development,Laboratory Technician,Medical,Divorced,Travel_Rarely,11694.0,3,2,7.0,No,1,3.0,3,1,1,Yes
867,43,Female,Research & Development,Laboratory Technician,Other,Married,Travel_Rarely,16404.0,20,16,6.0,No,2,1.0,3,1,4,No
868,47,Female,Human Resources,HR Manager,Medical,Single,Travel_Rarely,4436.0,10,8,6.0,Yes,4,3.0,2,2,4,Yes
869,44,Male,Human Resources,HR Manager,Human Resources,Single,Travel_Rarely,6004.0,11,8,1.0,No,3,2.0,4,1,1,No
870,39,Female,Human Resources,Human Resources,Technical Degree,Single,Non-Travel,4117.0,8,5,5.0,No,4,2.0,3,0,0,No
871,24,Male,Research & Development,Research Director,Other,Married,Travel_Rarely,3894.0,6,4,1.0,No,4,4.0,2,1,4,No
872,40,Male,Research & Development,Research Director,Medical,Single,Travel_Rarely,5231.0,0,0,1.0,No,3,1.0,4,3,5,Yes
873,29,Male,Research & Development,Research Director,Other,Single,Travel_Rarely,4376.0,0,0,9.0,No,4,2.0,2,1,1,Yes
874,41,Female,Research & Development,Research Director,Medical,Single,Travel_Rarely,2308.0,3,1,2.0,No,1,3.0,3,1,7,No
875,35,Male,Research & Development,Manufacturing Director,Other,Married,Travel_Rarely,4696.0,0,0,3.0,No,3,2.0,3,2,2,No
876,31,Female,Research & Development,Research Scientist,Marketing,Married,Travel_Rarely,10762.0,3,1,1.0,No,3,3.0,4,1,1,No
877,36,Male,Human Resources,Human Resources,Marketing,Married,Travel_Frequently,15083.0,4,3,17.0,No,3,4.0,4,1,3,No
878,56,Female,Human Resources,HR Manager,Human Resources,Divorced,Travel_Rarely,10519.0,1,0,1.0,No,4,2.0,2,2,1,No
879,46,Female,Research & Development,Laboratory Technician,Medical,Married,Travel_Frequently,11740.0,4,3,2.0,No,4,3.0,2,2,2,No
880,24,Male,Research & Development,Research Scientist,Marketing,Married,Travel_Rarely,4124.0,3,2,4.0,No,4,1.0,2,1,2,No
881,30,Female,Research & Development,Research Director,Marketing,Married,Travel_Rarely,4549.0,1,0,1.0,Yes,3,3.0,3,3,2,Yes
882,37,Female,Research & Development,Manufacturing Director,Marketing,Married,Travel_Frequently,7306.0,4,1,2.0,No,3,3.0,3,2,1,No
883,33,Male,Sales,Sales Representative,Human Resources,Single,Travel_Rarely,8326.0,2,0,14.0,No,3,2.0,3,4,2,No
884,27,Male,Research & Development,Research Scientist,Technical Degree,Married,Travel_Rarely,4756.0,5,4,8.0,Yes,4,3.0,3,6,2,Yes
885,29,Male,Sales,Manager,Marketing,Married,Travel_Frequently,3572.0,9,2,2.0,No,3,2.0,3,4,5,No
886,33,Female,Sales,Sales Executive,Life Sciences,Married,Travel_Rarely,16404.0,15,9,19.0,No,2,3.0,3,1,4,No
887,28,Female,Sales,Sales Executive,Medical,Married,Travel_Rarely,2564.0,2,1,10.0,No,3,1.0,3,3,4,Yes
888,43,Male,Sales,Sales Executive,Marketing,Married,Travel_Rarely,3137.0,13,11,4.0,No,3,2.0,4,3,3,Yes
889,55,Female,Sales,Manager,Marketing,Single,Travel_Rarely,12927.0,9,4,13.0,No,2,2.0,3,3,1,Yes
890,36,Female,Research & Development,Research Director,Other,Married,Travel_Rarely,7109.0,7,4,11.0,Yes,4,3.0,3,1,3,Yes
891,18,Male,Research & Development,Laboratory Technician,Technical Degree,Single,Travel_Frequently,2501.0,0,0,30.0,Yes,4,3.0,3,4,3,Yes
892,27,Female,Sales,Sales Representative,Medical,Married,Travel_Frequently,9586.0,5,1,1.0,No,4,4.0,4,4,3,No
893,36,Male,Research & Development,Research Scientist,Technical Degree,Single,Travel_Rarely,9955.0,0,0,1.0,Yes,1,3.0,3,2,2,Yes
894,30,Female,Sales,Sales Representative,Medical,Married,Travel_Rarely,10794.0,12,4,1.0,No,4,4.0,3,0,3,No
895,18,Male,Sales,Sales Representative,Technical Degree,Married,Travel_Rarely,13239.0,0,0,11.0,No,2,3.0,4,3,4,Yes
896,34,Male,Sales,Sales Representative,Marketing,Married,Travel_Rarely,3948.0,3,2,9.0,No,2,3.0,3,0,2,No
897,49,Female,Human Resources,HR Manager,Other,Married,Travel_Rarely,5158.0,2,1,1.0,Yes,1,3.0,3,4,3,Yes
898,53,Male,Research & Development,Laboratory Technician,Human Resources,Married,Travel_Frequently,7625.0,8,3,3.0,Yes,3,4.0,3,4,2,Yes
899,37,Female,Research & Development,Research Scientist,Human Resources,Single,Travel_Rarely,7155.0,5,2,9.0,Yes,1,4.0,3,4,1,Yes
900,33,Male,Sales,Sales Representative,Marketing,Single,Travel_Frequently,8158.0,13,12,23.0,No,4,3.0,3,1,4,No
901,35,Male,Research & Development,Manufacturing Director,Life Sciences,Single,Travel_Rarely,5241.0,0,0,7.0,No,3,2.0,3,2,1,Yes
902,36,Female,Research & Development,Manufacturing Director,Life Sciences,Married,Travel_Rarely,10711.0,4,2,1.0,No,3,2.0,3,1,1,No
903,19,Male,Research & Development,Manufacturing Director,Human Resources,Married,Travel_Frequently,6992.0,1,0,3.0,No,4,4.0,3,2,6,Yes
904,33,Male,Research & Development,Research Scientist,Technical Degree,Married,Travel_Rarely,1361.0,3,1,10.0,Yes,3,4.0,3,3,0,Yes
905,18,Female,Research & Development,Manufacturing Director,Life Sciences,Married,Travel_Rarely,8584.0,0,0,6.0,No,1,2.0,3,6,2,Yes
906,33,Female,Sales,Sales Representative,Technical Degree,Single,Travel_Frequently,6228.0,1,0,16.0,No,3,3.0,2,5,0,Yes
907,22,Female,Research & Development,Research Scientist,Marketing,Married,Travel_Rarely,9603.0,4,2,1.0,No,4,1.0,3,1,2,No
908,18,Female,Research & Development,Manufacturing Director,Other,Married,Travel_Rarely,9262.0,0,0,5.0,Yes,3,3.0,3,1,1,Yes
909,26,Female,Sales,Sales Executive,Marketing,Married,Travel_Rarely,9838.0,0,0,2.0,No,3,4.0,3,2,0,No
910,41,Male,Sales,Sales Executive,Human Resources,Single,Travel_Frequently,11669.0,0,0,2.0,No,4,4.0,3,2,2,No
911,26,Male,Research & Development,Research Director,Marketing,Married,Travel_Rarely,10133.0,2,1,25.0,Yes,1,4.0,4,4,1,Yes
912,48,Female,Research & Development,Research Director,Marketing,Divorced,Travel_Rarely,9215.0,3,2,1.0,No,2,4.0,3,4,2,Yes
913,42,Male,Sales,Manager,Marketing,Married,Travel_Rarely,10875.0,2,0,9.0,No,4,1.0,3,4,3,No
914,47,Male,Research & Development,Research Director,Life Sciences,Divorced,Travel_Frequently,13610.0,5,4,1.0,Yes,3,2.0,2,6,2,Yes
915,35,Female,Research & Development,Laboratory Technician,Technical Degree,Married,Travel_Rarely,8070.0,2,1,1.0,No,3,4.0,3,5,3,No
916,40,Male,Sales,Manager,Human Resources,Single,Travel_Frequently,6458.0,12,4,13.0,No,4,3.0,3,0,1,No
917,44,Male,Research & Development,Laboratory Technician,Life Sciences,Married,Travel_Frequently,8737.0,1,0,1.0,No,2,2.0,3,4,3,Yes
918,33,Female,Research & Development,Research Scientist,Life Sciences,Married,Travel_Frequently,11314.0,4,1,9.0,No,4,2.0,1,1,3,No
919,50,Male,Research & Development,Research Scientist,Human Resources,Single,Travel_Rarely,13166.0,10,7,4.0,No,2,2.0,2,2,4,Yes
920,30,Male,Sales,Sales Representative,Medical,Single,Travel_Rarely,9180.0,12,5,7.0,No,4,3.0,3,2,2,No
921,25,Male,Sales,Manager,Life Sciences,Married,Travel_Rarely,9041.0,6,3,5.0,No,3,3.0,4,3,3,No
922,24,Male,Sales,Manager,Marketing,Married,Travel_Frequently,5260.0,3,2,14.0,No,2,3.0,3,2,3,No
923,39,Male,Sales,Sales Representative,Medical,Married,Travel_Rarely,3283.0,4,3,4.0,No,4,2.0,3,4,3,No
924,23,Male,Research & Development,Laboratory Technician,Medical,Single,Travel_Rarely,6477.0,5,3,23.0,No,1,2.0,4,1,3,Yes
925,30,Male,Research & Development,Manufacturing Director,Human Resources,Married,Travel_Rarely,11467.0,12,9,7.0,No,2,2.0,3,0,2,No
926,21,Male,Research & Development,Research Director,Life Sciences,Married,Travel_Rarely,7425.0,2,1,3.0,No,2,4.0,3,2,1,No
927,37,Male,Research & Development,Manufacturing Director,Life Sciences,Single,Travel_Rarely,7220.0,3,2,2.0,Yes,4,3.0,3,4,3,Yes
928,43,Male,Research & Development,Laboratory Technician,Human Resources,Married,Non-Travel,8839.0,0,0,5.0,No,3,3.0,2,2,3,No
929,42,Male,Sales,Manager,Other,Single,Travel_Rarely,9938.0,7,3,17.0,Yes,2,3.0,2,3,3,Yes
930,38,Female,Sales,Sales Executive,Life Sciences,Divorced,Travel_Rarely,5343.0,0,0,19.0,No,4,3.0,3,2,5,No
931,37,Male,Sales,Sales Representative,Human Resources,Married,Travel_Rarely,14674.0,5,3,1.0,Yes,3,2.0,3,3,5,Yes
932,19,Male,Sales,Sales Representative,Human Resources,Married,Travel_Rarely,8945.0,1,0,4.0,No,3,3.0,3,3,1,Yes
933,34,Female,Research & Development,Laboratory Technician,Human Resources,Single,Travel_Rarely,7701.0,4,2,3.0,No,1,3.0,3,1,4,No
934,20,Male,Sales,Manager,Technical Degree,Single,Travel_Rarely,7685.0,2,1,10.0,No,2,4.0,3,2,1,Yes
935,27,Male,Research & Development,Research Scientist,Technical Degree,Divorced,Travel_Rarely,8777.0,7,3,1.0,No,3,4.0,4,2,3,No
936,42,Female,Research & Development,Laboratory Technician,Medical,Divorced,Travel_Rarely,5507.0,0,0,3.0,No,4,2.0,3,1,2,No
937,49,Male,Research & Development,Laboratory Technician,Life Sciences,Single,Travel_Frequently,3990.0,2,0,1.0,No,4,3.0,3,1,0,No
938,38,Male,Research & Development,Laboratory Technician,Human Resources,Married,Travel_Rarely,8636.0,0,0,1.0,No,4,3.0,4,4,2,No
939,26,Male,Sales,Sales Representative,Life Sciences,Single,Travel_Rarely,11511.0,0,0,1.0,No,3,3.0,3,1,1,No
940,32,Female,Research & Development,Laboratory Technician,Human Resources,Married,Travel_Frequently,10943.0,0,0,20.0,Yes,4,3.0,2,5,7,Yes
941,33,Male,Human Resources,Human Resources,Other,Married,Travel_Frequently,7306.0,6,2,4.0,Yes,1,3.0,3,3,0,Yes
942,29,Female,Research & Development,Research Scientist,Medical,Divorced,Travel_Rarely,8678.0,11,8,1.0,No,1,1.0,3,2,1,Yes
943,33,Male,Research & Development,Research Director,Technical Degree,Single,Travel_Rarely,7137.0,0,0,5.0,No,2,3.0,3,1,4,No
944,26,Male,Research & Development,Research Director,Life Sciences,Married,Travel_Rarely,9409.0,8,7,5.0,No,4,3.0,3,1,1,No
945,23,Female,Human Resources,Human Resources,Life Sciences,Divorced,Travel_Rarely,7195.0,5,4,1.0,No,4,1.0,3,3,1,No
946,38,Male,Research & Development,Manufacturing Director,Other,Married,Travel_Rarely,8086.0,1,0,5.0,No,4,3.0,3,1,2,No
947,37,Male,Sales,Sales Executive,Human Resources,Married,Travel_Rarely,7735.0,1,0,10.0,No,3,2.0,4,4,6,Yes
948,42,Male,Sales,Sales Representative,Technical Degree,Married,Travel_Rarely,5578.0,13,3,10.0,No,4,3.0,4,2,5,No
949,29,Male,Research & Development,Laboratory Technician,Life Sciences,Single,Travel_Frequently,1622.0,4,2,30.0,No,3,2.0,3,0,3,Yes
950,42,Male,Research & Development,Manufacturing Director,Other,Married,Travel_Rarely,1000.0,2,1,30.0,No,4,3.0,3,4,3,Yes
951,55,Female,Research & Development,Research Director,Medical,Married,Travel_Rarely,11630.0,3,2,4.0,No,1,2.0,3,2,5,No
952,30,Female,Sales,Sales Executive,Marketing,Married,Travel_Rarely,2513.0,0,0,6.0,Yes,3,4.0,4,0,2,Yes
953,35,Male,Sales,Manager,Technical Degree,Single,Travel_Rarely,6222.0,4,2,1.0,No,3,4.0,3,4,1,Yes
954,51,Male,Research & Development,Research Director,Technical Degree,Single,Travel_Rarely,2268.0,1,0,1.0,Yes,3,4.0,2,3,3,Yes
955,60,Female,Research & Development,Manufacturing Director,Human Resources,Married,Travel_Rarely,5416.0,0,0,24.0,No,2,3.0,2,4,2,Yes
956,31,Female,Research & Development,Research Director,Human Resources,Divorced,Travel_Frequently,4858.0,1,0,21.0,No,2,3.0,3,0,2,Yes
957,35,Male,Human Resources,Human Resources,Other,Divorced,Travel_Rarely,7915.0,11,7,2.0,No,4,1.0,3,2,2,No
958,56,Female,Sales,Sales Representative,Marketing,Divorced,Travel_Rarely,10383.0,5,3,15.0,No,4,3.0,3,4,3,No
959,40,Female,Sales,Manager,Life Sciences,Divorced,Travel_Frequently,9948.0,21,15,5.0,Yes,2,4.0,2,1,5,Yes
960,40,Male,Sales,Sales Representative,Technical Degree,Single,Travel_Rarely,2606.0,2,1,4.0,No,1,3.0,3,5,1,No
961,42,Male,Research & Development,Manufacturing Director,Life Sciences,Married,Non-Travel,6738.0,1,0,6.0,No,3,2.0,3,2,6,No
962,30,Male,Human Resources,Human Resources,Technical Degree,Single,Travel_Frequently,8043.0,0,0,17.0,Yes,4,2.0,3,3,4,Yes
963,34,Male,Sales,Sales Representative,Technical Degree,Single,Travel_Rarely,8763.0,4,3,10.0,Yes,3,1.0,4,2,1,No
964,31,Female,Research & Development,Research Scientist,Human Resources,Divorced,Travel_Rarely,2580.0,10,8,15.0,No,2,3.0,3,1,5,No
965,26,Male,Human Resources,Human Resources,Life Sciences,Single,Travel_Rarely,7650.0,8,5,11.0,No,2,1.0,3,1,2,Yes
966,28,Male,Sales,Sales Representative,Life Sciences,Single,Travel_Frequently,5673.0,0,0,10.0,No,1,3.0,3,1,4,No
967,26,Female,Research & Development,Manufacturing Director,Human Resources,Divorced,Travel_Rarely,16404.0,0,0,2.0,Yes,3,4.0,3,2,3,No
968,42,Male,Sales,Sales Executive,Technical Degree,Married,Travel_Rarely,8056.0,2,1,4.0,No,4,2.0,3,1,2,Yes
969,24,Female,Sales,Sales Representative,Technical Degree,Married,Travel_Rarely,1000.0,6,3,11.0,No,4,2.0,3,2,3,No
970,37,Female,Research & Development,Research Scientist,Other,Divorced,Non-Travel,1751.0,5,1,10.0,No,2,2.0,3,4,4,Yes
971,29,Female,Research & Development,Research Scientist,Human Resources,Married,Travel_Rarely,7529.0,3,1,2.0,No,3,4.0,4,1,5,No
972,37,Female,Research & Development,Laboratory Technician,Marketing,Married,Travel_Rarely,3490.0,19,16,10.0,No,2,4.0,3,5,4,Yes
973,30,Male,Research & Development,Manufacturing Director,Medical,Married,Travel_Frequently,6262.0,4,1,13.0,No,3,3.0,3,3,3,No
974,34,Female,Research & Development,Laboratory Technician,Human Resources,Married,Travel_Rarely,4329.0,6,5,1.0,No,3,4.0,3,2,1,No
975,39,Male,Sales,Sales Executive,Other,Married,Travel_Rarely,7059.0,10,3,19.0,Yes,3,1.0,3,3,2,No
976,36,Male,Research & Development,Research Scientist,Marketing,Divorced,Travel_Rarely,3103.0,1,0,3.0,No,4,4.0,3,0,1,No
977,31,Male,Sales,Manager,Life Sciences,Married,Travel_Rarely,8907.0,7,3,5.0,No,2,2.0,2,1,1,Yes
978,37,Female,Research & Development,Research Scientist,Human Resources,Married,Travel_Rarely,6554.0,0,0,5.0,No,3,3.0,3,2,2,No
979,39,Female,Human Resources,Human Resources,Life Sciences,Married,Travel_Frequently,1000.0,3,0,2.0,Yes,4,3.0,4,3,3,Yes
980,33,Female,Research & Development,Laboratory Technician,Medical,Married,Travel_Rarely,7306.0,2,1,1.0,Yes,1,3.0,2,2,3,No
981,36,Male,Research & Development,Research Scientist,Life Sciences,Divorced,Travel_Frequently,11437.0,5,4,6.0,Yes,3,2.0,3,5,6,Yes
982,43,Male,Sales,Manager,Marketing,Single,Travel_Rarely,9536.0,1,0,5.0,No,4,3.0,2,1,3,Yes
983,33,Male,Sales,Manager,Technical Degree,Married,Travel_Rarely,7306.0,0,0,7.0,No,3,3.0,4,5,5,No
984,49,Male,Research & Development,Research Director,Other,Single,Travel_Rarely,9545.0,16,14,5.0,No,2,3.0,4,1,3,No
985,24,Female,Research & Development,Manufacturing Director,Technical Degree,Divorced,Travel_Rarely,6243.0,6,5,13.0,No,4,2.0,3,2,2,No
986,44,Male,Sales,Manager,Medical,Married,Travel_Rarely,10322.0,0,0,2.0,Yes,3,2.0,4,0,2,No
987,19,Male,Research & Development,Research Scientist,Human Resources,Single,Travel_Rarely,7306.0,1,0,2.0,No,4,3.0,2,1,0,Yes
988,49,Male,Sales,Sales Executive,Technical Degree,Married,Non-Travel,6478.0,0,0,30.0,Yes,4,2.0,3,2,8,Yes
989,30,Female,Sales,Sales Executive,Marketing,Married,Travel_Rarely,4476.0,5,1,6.0,No,4,2.0,4,1,3,No
990,39,Female,Research & Development,Research Scientist,Life Sciences,Married,Travel_Frequently,5429.0,1,0,18.0,No,2,2.0,3,6,3,Yes
991,34,Male,Research & Development,Research Director,Other,Divorced,Travel_Rarely,6432.0,8,5,9.0,No,1,3.0,2,3,3,Yes
992,35,Female,Research & Development,Manufacturing Director,Technical Degree,Divorced,Travel_Frequently,2428.0,1,0,1.0,No,2,1.0,4,1,5,Yes
993,40,Female,Human Resources,HR Manager,Technical Degree,Married,Travel_Rarely,8677.0,10,8,23.0,No,1,1.0,3,2,5,Yes
994,27,Male,Research & Development,Manufacturing Director,Medical,Married,Travel_Frequently,4137.0,5,4,9.0,No,4,3.0,3,4,2,No
995,27,Female,Human Resources,HR Manager,Life Sciences,Single,Travel_Frequently,3719.0,7,4,1.0,Yes,3,3.0,3,1,3,No
996,38,Female,Sales,Manager,Marketing,Divorced,Travel_Rarely,4512.0,1,0,1.0,No,1,3.0,3,1,2,Yes
997,30,Female,Research & Development,Laboratory Technician,Life Sciences,Single,Travel_Rarely,5614.0,1,0,13.0,Yes,1,3.0,3,1,1,Yes
998,35,Female,Research & Development,Manufacturing Director,Human Resources,Married,Travel_Rarely,3451.0,4,3,9.0,No,4,1.0,3,8,1,Yes
999,38,Male,Research & Development,Research Director,Life Sciences,Divorced,Travel_Frequently,5157.0,15,14,6.0,Yes,2,3.0,3,4,3,No
1000,30,Male,Research & Development,Manufacturing Director,Technical Degree,Single,Travel_Frequently,7208.0,0,0,5.0,Yes,4,2.0,3,3,3,No
263,37,Male,Research & Development,Research Scientist,Life Sciences,Married,Travel_Frequently,7492.0,13,9,13.0,Yes,3,3.0,3,0,4,No
